texto,sentimiento
"Jorge Schnura, presidente de Keyrock Asset & Wealth Management, incide en la misma línea que ""las recientes turbulencias en Irán han puesto a prueba la narrativa de los activos refugio, y los resultados son reveladores, puesto que mientras el oro ha flaqueado, el bitcoin ha mostrado una firmeza inesperada"".",neutral
"Ver más: Dólar cerró su mejor trimestre desde 2024: las monedas más fuertes y débiles en América LatinaEl lanzamiento de Artemis II coincide con un aumento del interés inversor en el sector espacial, impulsado además por la inminente salida a bolsa de SpaceX, en un contexto donde la exploración lunar deja de ser un evento aislado para convertirse en un eje de asignación de capital.",positivo
"En 2007 la deuda pública era del 35% del PIB, pero en la actualidad es del 101%, esto es, casi el triple.",negativo
"ENFOQUE DEL FONDO – TIKEHAU EUROPEAN HIGH YIELDTikehau European High Yield, nuestro fondo insignia en el segmento europeo de high yield, ha mostrado resiliencia durante el periodo:A modo de recordatorio, la estrategia de posicionamiento actual de Tikehau European High Yield se centra principalmente en el carry y tiene como objetivo limitar los riesgos de duración y de volatilidad.",positivo
"ArcelorMittal (MTS) en escala diaria con volatilidad (gráfico central superior), MACD (gráfico central inferior) y actividad de contratación (ventana inferior).",neutral
"Las acciones europeas se disparan y el petróleo cae tras anunciar Trump la salida de Irán en 2-3 semanasInvesting.com -- Las acciones de OpenAI se enfrentan a una demanda decreciente en los mercados secundarios mientras los inversores redirigen la atención hacia su competidor Anthropic, según un informe del miércoles de Bloomberg News.",negativo
"28050 Madrid- Teléfono: 916024000- Web: https://es.sodexo.com- Ingresos consolidados 2024: 23.800 millones de euros (global)- Nş de empleados: 6.000 (colaboradores en Espańa)CABEZAS, CarinaDIRECTORA GENERALSpainNAB, Consejo Asesor para la Inversión de Impacto en Espańa- Actividad: Asociación para la inversión sostenible y de impacto- Sede social: P. Castellana, 194.",neutral
"A medida que crecían las previsiones de una política monetaria más restrictiva, se aceleraba la venta de bonos: las rentabilidades subían y los precios —que evolucionan de forma inversa— caían.",negativo
"Sin embargo, el crecimiento delparque motociclista viene acompañado de un riesgo cada vez másevidente.",negativo
"la economía nacional registró en 2025 una capacidad de financiación frente al resto del mundo de 66.741 millones de euros, equivalentes al 4 % del PIB frente al 4,3 % del PIB de 2024.",neutral
"08040 Barcelona- Teléfono: 933367462- Web: www.diset.com- Facturación 2024: 32,3 millones de euros- Nş de empleados: 87HOLTJINK, MarkPRESIDENTE EJECUTIVODISTROLLER ESPAŃA- Sede social: C/ Núńez de Balboa, 35.",neutral
"Aun así, las cifras no mienten y las previsiones de General Mills ofrecen pocas esperanzas de una recuperación a corto plazo.",negativo
"08174 Barcelona- Teléfono: 934045100- Web: www.boehringer-ingelheim.es- Facturación 2024: 26.800 millones de euros (global)DUMOULIN, NicolasDIRECTOR GENERALBRISTOL MYERS SQUIBB ESPAŃA Y PORTUGAL- Sede social: C/ Quintanadueńas 6.",neutral
"En septiembre del año pasado, el gobierno de Javier Milei eliminó de manera transitoria las retenciones para el agro con el objetivo de sumar unos US$7.000 millones para hacer frente a la frenética demanda de divisas en la antesala electoral.",neutral
"Las mediciones de distintas consultoras privadas sobre la inflación de marzo presenta resultados que oscilan entre el 2,7% y el 3,0% mensual.",neutral
Los institutos defienden la necesidad de una política de crecimiento que elimine los frenos regulatorios a la actividad económica privada con el fin de aprovechar las reservas de potencial.,neutral
"Esto significa que para reducir la deuda pública al mismo ritmo que en los años de la burbuja, el superávit primario tendría que ser casi el doble que entonces.",neutral
"Según UBS, “la demanda de cómputo sigue siendo prácticamente insaciable”, lo que refleja que muchas empresas dependen de los chips de Nvidia para alimentar sus sistemas más avanzados.",positivo
"El analista también critica la reacción emocional del mercado, describiéndola como “qué miedo, qué miedo”, frente a una realidad que considera estructurada y predecible.",neutral
"Según informó el medio económico portugués ECO, referente en información financiera en el país, el activo ha sido adquirido por la joint venture formada por L Catterton —vehículo de inversión respaldado por LVMH— y Cedar Capital Partners, tras la venta por parte del fondo estadounidense Carlyle.",positivo
Esto mermaría la capacidad de los bancos para conceder crédito y les obligaría a buscar otras vías de financiación.,negativo
"En cuanto a las comisiones de suscripción y reembolso, estas dependen del fondo elegido.",neutral
Invertir de forma periódica se ha convertido en una de las estrategias preferidas de los ahorradores que quieren construir un patrimonio a largo plazo y protegerse frente a la volatilidad y la inflación.,neutral
"08908 Barcelona- Teléfono: 936354435- Web: www.prologis.es- Nş de empleados: 28OLLER, CristianVicepresidente y 'head of asset management' sur de EuropaQ-LIVING REAL ESTATE- Sede social: C/ Jenner 3, 4Ş. 28010 Madrid- Teléfono: 914238278- Web: www.qlivingrealestate.com- Activos bajo gestión 2024: 250 millones de eurosGALLEGO, RosaConsejera delegadaREALIA BUSINESS- Sede social: Avd.",neutral
Los principales puntos ventajosos a las empresas apuntados por los analistas son la mejora de la monetización de los activos envejecidos y los incentivos a la eficiencia.,positivo
"Sin embargo, después de las 12:00 horas del mediodía, las aerolíneas pasaban a subir en Bolsa después de que Trump asegurara este lunes que ""Irán realmente quiere llegar a un acuerdo"" y que esto ""podría suceder en los próximos cinco días"".",positivo
"- żQué factores influyen en los tipos de interés a largo plazo?- El oro se tambalea y se pone en duda su condición de valor seguro- El riesgo oculto para el minorista ante el 'boom' de los activos privadosLos mercados creen, con razón o sin ella, que la guerra en Irán está más cerca de su fin que del comienzo.",neutral
"Promulgué la ley que aprueba el acuerdo de libre comercio con la Unión Europea, abriendo una etapa de enormes oportunidades para nuestro país.",positivo
"Marian Isach, CEO de Atrys, ha destacado que “la compañía inicia una nueva etapa caracterizada por un balance significativamente más sólido, un menor nivel de endeudamiento y un mayor foco en sus negocios estratégicos, lo que sienta las bases para un crecimiento orgánico más rentable y sostenible en los próximos ejercicios”.",positivo
"En 2025, la divisi�n de alimentaci�n de Unilever obtuvo un beneficio operativo subyacente de 2.900 millones de euros sobre unos ingresos de 12.900 millones, frente a los 1.000 millones de d�lares de beneficio operativo de McCormick sobre unos ingresos de 7.000 millones.",positivo
"Desde el inicio del debate sobre el euro digital, Navarrete se ha mostrado crítico con la iniciativa del BCE y ha defendido abiertamente que prefiere una solución privada paneuropea frente al euro digital.",neutral
"- 20,420€- 3,29%Mientras mantienen su recomendación de 'sobreponderar', la valoración de sus acciones pasa de los 30 euros anteriores a los 27 euros ahora ""debido a una hipótesis de tipo de interés libre de riesgo más alta"", según recoge el último informe.",negativo
"El fondo IV de Nazca Capital está a meses de alcanzar una de sus fechas clave: sus diez años desde que se produjo su primer cierre, que fue el 30 de septiembre de 2016.",neutral
"Asimismo, el mercado también estuvo atento a comentarios de oficiales de la Fed como Christopher Waller que indicó que es cauto sobre cómo los elevados precios del petróleo afectarán la inflación, aunque la debilidad del empleo aún podría justificar recortes de tasas.",neutral
"Activos negociables: Ofrece acceso a CFDs sobre 5 de las criptos más líquidas y populares (Bitcoin, Bitcoin Cash, Ethereum, Litecoin y XRP) a través del mercado LMAX.",neutral
"Para el inversor, esto representa un flujo constante de ingresos adicionales.",neutral
"Hacer scalping en algunos activos se ha vuelto muy complicado por culpa de los algoritmos y los sistemas automáticos de los operadores profesionales, que son capaces de identificar las órdenes de los particulares y posicionarse en su contra en cuestión de nanosegundos.",negativo
"En EEUU, los mercados han rebajado la probabilidad de un recorte de la Fed este año al 37 % desde el 72 % a finales de 2025, mientras que han elevado la probabilidad de una subida al 45 % desde el 11 %, según la Fed de Atlanta.",neutral
"Esto ocurre ante una demanda estructural asociada a inteligencia artificial y transición energética que continúa presionando la oferta, lo que sostiene precios elevados.",positivo
"Los responsables del banco siempre han explicado que, de acuerdo con sus estimaciones, el golpe sería sustancialmente inferior al calculado por la FCA, entidad adscrita al Banco de Inglaterra.",neutral
"Respecto del cambio de CEO, señaló que “entendemos que esta es una empresa con un ADN profundamente científico, cuya principal fortaleza es la innovación, y por eso hacía mucho sentido que Hans se enfocara completamente en ese ámbito, donde puede aportar más valor.",neutral
"Los responsables de la política monetaria mantuvieron su tipo de referencia inalterado el mes pasado por segunda reunión consecutiva y los inversores ahora esperan que los tipos de interés permanezcan inalterados durante el resto del año, según los precios de los contratos de futuros de fondos federales.",neutral
"La refinería Camilo Cienfuegos, la de mayor tamaño, posee una capacidad de procesamiento de unos 65.000 bpd, de acuerdo con la AET.",neutral
"Y es que, el tipo de interés de facilidad de depósito ha bajado más de 100 p.b.",neutral
"28010 Madrid- Teléfono: 914268686- Web: www.castellanaproperties.es- Facturación 2024: 82,27 millones de euros- Propietarios y máximos accionistas: Vukile (99,6%)- Nş de empleados: 44BRUNET, AlfonsoCONSEJERO DELEGADOCATELLA SPAIN- Sede social: C/ José Abascal, 56, 5Ş. 28003 Madrid- Teléfono: 914117496- Web: www.catella.es- Propietarios y máximos accionistas: Catella AB- Nş de empleados: 23LOPEZ, CarlosCONSEJERO DELEGADOCBRE ADVISORY- Sede social: Ed.",neutral
"De acuerdo con el convenio, la producción de los pasaportes se realizará inicialmente en Europa, mientras que en Colombia se llevará a cabo la personalización, custodia y distribución.",neutral
"HSBC espera que el balance no sea tan sólido como se estimaba inicialmente debido al débil flujo turístico en Europa, especialmente en Francia, con un menor gasto por parte de visitantes estadounidenses y de Oriente Próximo.",negativo
"En pocas semanas, el escenario ha pasado de una inercia favorable a una etapa marcada por la volatilidad y la necesidad de vigilar posibles ajustes en las valoraciones.",negativo
